"battery_power";"blue";"clock_speed";"dual_sim";"fc";"four_g";"int_memory";"m_dep";"mobile_wt";"n_cores";"pc";"ram";"sc_h";"sc_w";"touch_screen";"wifi";"price_range"
539;1;0,6;1;9;0;21;0,1;145;7;14;3597;14;5;0;0;"2:caro"
880;0;0,5;1;1;0;44;0,5;172;8;15;3132;8;7;1;1;"2:caro"
1369;1;1,8;1;6;0;34;0,5;162;1;7;3856;18;4;1;1;"3:muito caro"
1109;1;2,7;1;1;0;39;0,4;98;1;9;1524;15;10;1;1;"1:médio"
843;0;1,8;1;0;0;16;0,1;166;5;6;3673;12;1;0;1;"3:muito caro"
598;0;2,3;1;7;0;21;0,7;196;2;10;3293;8;4;0;1;"2:caro"
972;1;2,7;1;1;0;5;1;126;4;2;3035;12;7;0;1;"2:caro"
1944;1;0,5;0;5;1;36;0,1;197;6;18;584;17;14;1;0;"1:médio"
1225;0;0,7;1;0;1;2;0,6;138;7;1;2675;12;11;1;0;"2:caro"
644;1;1,3;1;7;1;30;0,5;114;1;16;2382;9;0;0;1;"2:caro"
1919;0;1,5;0;5;1;48;0,8;150;4;6;1391;19;13;0;1;"1:médio"
501;0;2,3;0;12;1;54;0,3;131;4;19;2346;13;12;0;1;"1:médio"
1620;1;2,2;1;0;1;30;0,2;185;3;3;606;6;0;0;0;"0:baixo"
1227;1;1,1;1;0;0;34;0,2;130;3;3;1324;7;3;1;1;"1:médio"
1359;1;0,5;1;1;1;58;0,5;107;6;3;1076;16;8;1;1;"0:baixo"
1914;0;0,7;0;1;0;35;0,6;118;8;2;643;17;1;0;1;"1:médio"
1645;1;1,8;0;1;0;21;0,7;123;7;2;783;10;8;0;0;"0:baixo"
1063;1;1,1;0;0;1;26;0,8;101;5;2;3809;17;16;0;1;"3:muito caro"
946;0;2,1;0;0;1;19;0,2;154;8;0;2104;7;4;1;0;"1:médio"
1231;0;1,2;1;5;0;54;0,8;185;3;10;1762;5;3;1;0;"1:médio"
1397;0;2,9;1;13;0;9;0,5;87;6;18;3137;12;1;1;1;"3:muito caro"
701;1;0,7;0;7;0;15;0,5;160;3;11;1756;6;3;1;1;"1:médio"
570;1;0,5;1;2;0;9;0,3;111;7;5;3663;14;10;0;0;"3:muito caro"
1993;1;0,5;0;10;1;27;0,3;147;8;11;2437;14;0;0;0;"2:caro"
955;0;0,5;1;4;0;43;0,9;143;5;8;1432;12;9;1;1;"1:médio"
924;0;0,5;1;0;1;47;0,3;167;8;6;1620;17;15;0;0;"1:médio"
600;0;0,5;0;0;0;14;0,8;112;5;2;1655;18;0;0;0;"0:baixo"
518;0;0,8;1;0;0;3;0,1;178;7;1;2832;5;0;0;1;"2:caro"
1063;1;2,5;0;0;1;31;0,9;95;6;10;961;16;6;1;0;"0:baixo"
920;1;0,5;0;2;0;46;0,8;149;3;3;2608;6;0;0;1;"2:caro"
1715;0;1,9;0;4;1;3;0,1;171;5;6;514;7;4;0;0;"0:baixo"
1841;1;1,3;1;6;0;14;0,6;167;8;8;2304;7;1;0;1;"2:caro"
543;1;0,5;1;4;1;60;0,7;132;5;7;933;14;0;1;0;"0:baixo"
1762;1;2,7;1;13;1;25;0,9;189;1;14;1896;14;10;1;1;"1:médio"
1112;1;0,5;1;1;0;53;0,6;121;4;16;3655;7;3;1;0;"3:muito caro"
709;1;2;1;0;0;35;0,1;136;1;0;1973;12;9;1;1;"1:médio"
1315;1;2,6;0;7;0;64;0,8;128;7;16;3278;6;3;0;0;"2:caro"
1762;1;2,5;0;10;1;15;0,3;107;8;11;2183;8;3;1;0;"2:caro"
1462;1;1,7;1;1;0;25;0,2;182;7;18;824;15;5;0;1;"0:baixo"
571;0;1,6;1;8;0;35;0,2;186;7;20;2598;13;5;1;0;"1:médio"
666;1;0,5;1;7;1;54;0,4;81;3;13;1254;15;9;1;1;"0:baixo"
1994;0;1,5;1;2;1;7;0,5;146;8;7;3622;7;0;0;1;"3:muito caro"
1583;1;2,1;1;11;0;14;0,7;148;7;16;1704;17;13;0;1;"2:caro"
1778;0;1,4;1;3;1;45;1;132;4;17;1624;15;13;1;0;"1:médio"
1926;1;1,1;0;13;1;50;0,2;179;6;17;3809;17;12;1;0;"3:muito caro"
966;1;0,6;0;9;1;50;0,2;117;4;10;2574;10;1;0;1;"2:caro"
568;0;2;0;1;0;36;0,3;179;3;4;950;17;9;0;0;"0:baixo"
1897;0;3;0;1;1;21;0,5;192;8;2;273;17;6;1;1;"0:baixo"
1695;0;0,5;1;6;1;46;0,7;200;3;9;446;16;13;1;1;"1:médio"
1623;1;1,2;0;6;1;61;0,9;120;7;12;1510;12;10;1;0;"2:caro"
914;1;0,5;0;0;1;26;0,7;147;4;0;1122;12;9;1;1;"0:baixo"
1721;1;0,5;1;4;1;33;0,5;128;4;5;707;19;2;1;1;"0:baixo"
890;1;2,2;1;4;0;44;0,5;198;8;13;751;7;3;0;0;"0:baixo"
600;0;0,5;0;1;0;48;0,8;191;3;7;3393;12;7;0;0;"2:caro"
1677;0;1,8;1;4;0;11;0,7;124;6;8;3771;15;6;0;0;"3:muito caro"
723;0;0,5;0;0;1;3;0,2;168;4;3;1851;15;3;0;0;"1:médio"
638;0;1,7;1;11;0;27;0,5;102;4;17;2735;7;2;1;0;"2:caro"
852;0;1;1;4;1;62;0,7;104;7;13;2253;17;4;1;0;"1:médio"
1979;1;1,6;1;0;0;32;0,2;165;7;1;452;13;6;1;0;"0:baixo"
710;1;0,5;0;6;0;32;0,8;151;5;9;1419;12;11;1;0;"0:baixo"
1034;0;2,6;1;2;1;45;0,3;190;3;4;969;15;1;0;0;"0:baixo"
600;0;2,5;1;8;1;22;0,1;145;1;11;3441;19;1;0;0;"2:caro"
1027;0;0,5;0;2;1;64;0,9;103;2;7;3786;17;12;0;0;"3:muito caro"
1260;0;0,6;0;5;1;13;1;106;6;6;2710;13;1;1;0;"2:caro"
1793;0;1,8;1;10;0;12;0,5;169;6;17;3533;16;14;1;1;"3:muito caro"
675;0;2,3;0;10;0;60;0,9;144;5;15;1735;7;0;0;1;"0:baixo"
658;1;2,7;0;0;1;12;0,9;103;7;3;3587;14;11;0;0;"3:muito caro"
1694;1;0,6;0;0;1;34;0,3;102;7;7;2298;17;5;1;0;"2:caro"
804;1;0,8;1;12;1;41;0,9;89;1;13;2027;11;5;0;0;"1:médio"
1713;0;2,5;1;1;0;27;0,9;127;7;3;2406;13;10;0;1;"2:caro"
706;0;0,5;0;13;1;31;0,1;108;3;19;2419;8;7;0;1;"1:médio"
1362;0;0,5;0;3;0;25;0,8;131;7;9;995;7;6;1;1;"0:baixo"
1527;0;2,7;0;10;1;60;0,1;154;5;14;2078;5;3;1;1;"2:caro"
768;0;0,5;1;0;0;19;0,9;159;2;1;1145;19;1;0;1;"0:baixo"
1314;0;2,9;1;8;1;41;0,1;155;4;12;626;10;4;1;1;"0:baixo"
705;1;0,5;0;5;1;57;0,9;155;6;9;1509;15;11;1;1;"1:médio"
1403;0;2,7;0;2;1;26;0,1;164;5;3;3371;13;9;0;1;"3:muito caro"
1486;0;2,6;0;7;0;52;0,1;85;4;15;297;13;1;1;0;"0:baixo"
781;0;1,1;0;2;0;38;0,4;198;5;7;3508;13;8;0;1;"3:muito caro"
986;1;1,5;0;1;1;23;0,8;183;8;3;2385;16;9;0;0;"1:médio"
1310;0;1,4;0;0;0;33;0,4;105;1;14;1301;13;12;0;1;"1:médio"
560;1;2;1;6;1;57;0,3;81;3;12;2167;11;10;0;1;"1:médio"
1348;0;1,3;0;0;0;43;0,4;116;5;6;3914;10;3;0;1;"3:muito caro"
1567;0;0,5;1;3;0;22;0,5;119;6;6;2312;9;1;0;0;"2:caro"
1940;1;0,9;1;4;0;17;0,7;93;5;7;2297;14;6;1;0;"2:caro"
1979;1;2,9;1;0;1;19;1;176;3;9;411;8;2;1;1;"0:baixo"
561;1;2,1;1;7;1;2;0,1;193;3;13;665;10;0;1;0;"0:baixo"
1717;1;1,3;0;1;0;62;0,7;130;1;3;3226;6;4;1;0;"3:muito caro"
535;0;1,5;0;1;1;48;0,7;113;1;4;740;11;10;1;0;"0:baixo"
1413;0;0,5;1;4;1;39;0,1;185;5;12;3878;19;16;0;0;"3:muito caro"
1358;0;2,5;1;0;0;20;0,6;135;7;0;3406;5;1;0;1;"3:muito caro"
1519;0;2,9;0;2;0;30;0,7;112;7;8;2440;9;5;1;1;"2:caro"
1254;0;1,2;1;2;0;50;0,7;108;5;6;3959;10;4;1;0;"3:muito caro"
1591;1;2,2;0;3;1;49;0,4;154;6;7;3703;17;6;1;0;"3:muito caro"
977;1;2,8;1;2;0;35;0,6;165;2;15;3714;19;3;1;1;"3:muito caro"
1640;1;0,7;0;10;1;21;0,8;169;7;14;337;16;3;1;0;"0:baixo"
663;0;0,8;1;0;0;25;0,6;183;2;1;3176;6;2;0;1;"2:caro"
1744;1;1;0;1;1;20;0,5;112;8;3;1205;18;7;0;0;"1:médio"
1624;0;1,6;1;8;0;28;0,4;150;2;10;2473;16;11;0;0;"2:caro"
1108;1;1,3;1;14;1;2;0,3;169;7;20;1229;5;3;1;0;"0:baixo"
1188;1;1,4;1;0;1;9;0,6;114;2;0;2896;12;11;0;1;"3:muito caro"
817;0;1,3;0;0;0;11;0,5;144;3;11;2039;11;6;1;0;"1:médio"
863;0;1,6;1;5;1;6;0,7;133;4;13;520;10;2;0;1;"0:baixo"
1397;0;2,4;1;5;1;3;0,2;121;3;15;1378;18;15;1;1;"1:médio"
1108;0;1;0;3;0;49;0,7;140;5;12;3254;12;0;0;0;"3:muito caro"
1068;0;2;1;1;1;37;0,9;184;7;13;1803;5;4;0;0;"1:médio"
1702;1;2,3;0;12;1;52;0,5;145;2;15;2501;16;12;0;0;"3:muito caro"
808;0;0,5;1;0;0;8;0,1;192;4;1;3762;15;9;0;1;"3:muito caro"
1156;0;0,5;0;6;0;61;0,1;89;7;9;1796;16;6;1;1;"1:médio"
1271;0;0,5;1;2;0;54;0,1;159;8;3;990;14;11;1;1;"0:baixo"
696;0;0,5;0;6;0;51;0,3;197;3;8;2630;18;8;0;1;"1:médio"
1981;1;1,9;1;13;0;45;0,3;175;6;18;1380;10;1;1;0;"1:médio"
614;0;1,7;1;0;1;58;0,2;128;7;2;3487;15;6;1;1;"2:caro"
1590;0;0,6;1;0;0;7;0,3;122;3;17;1201;12;3;1;1;"1:médio"
1945;0;1,6;0;4;0;21;0,7;113;3;10;3015;6;1;0;0;"3:muito caro"
1135;1;2,8;1;9;0;43;0,4;158;1;11;3204;18;13;0;0;"3:muito caro"
1049;0;0,6;1;8;1;2;0,3;172;6;10;433;10;7;0;0;"0:baixo"
1807;1;2,1;0;2;0;49;0,8;125;1;10;1906;17;13;1;1;"2:caro"
984;1;0,5;0;13;1;42;0,8;98;7;17;898;16;8;1;0;"0:baixo"
720;1;1,4;1;0;1;61;0,6;96;7;8;2799;5;3;0;1;"3:muito caro"
1536;0;0,8;0;12;0;13;0,3;105;7;20;2020;6;0;1;0;"2:caro"
771;1;0,5;0;3;0;25;1;86;4;6;770;12;1;1;0;"0:baixo"
503;0;2,5;0;3;0;57;0,6;185;6;11;305;11;8;0;1;"0:baixo"
675;0;2,4;0;1;0;42;0,6;187;7;2;2953;9;5;1;0;"2:caro"
1936;1;1,9;1;13;1;34;0,2;182;7;14;1671;6;1;0;1;"1:médio"
1303;0;1;1;0;1;15;0,1;138;3;10;2574;12;4;1;1;"2:caro"
1004;1;2,9;1;0;0;35;0,2;141;6;9;3772;17;8;1;1;"3:muito caro"
1972;0;1,2;1;0;0;37;0,7;102;2;1;2870;16;0;0;0;"3:muito caro"
1822;0;1,2;0;0;0;8;0,2;195;6;0;2577;9;5;1;0;"2:caro"
1159;1;2,8;0;5;1;18;0,5;83;1;7;2246;8;1;1;0;"1:médio"
1782;1;2,8;1;6;1;58;0,8;157;1;13;2405;15;0;0;1;"2:caro"
894;0;2,1;1;16;0;16;0,7;168;8;20;3377;5;1;1;1;"2:caro"
1884;0;2,1;1;7;1;43;0,8;185;1;18;3619;14;8;1;1;"3:muito caro"
1648;1;0,5;0;1;1;17;0,9;142;2;3;1184;6;2;0;1;"1:médio"
798;0;2,4;0;5;0;4;0,2;96;3;9;2965;15;7;1;0;"2:caro"
802;1;2,4;1;1;0;45;0,8;157;3;9;3713;8;3;0;0;"3:muito caro"
1276;1;2,9;1;2;0;53;0,3;130;2;3;3798;19;10;1;1;"3:muito caro"
1331;1;1,6;0;0;0;16;0,5;165;2;7;1026;13;5;0;1;"1:médio"
1620;0;2,6;1;6;0;5;0,9;186;6;18;1086;18;14;0;0;"1:médio"
1996;0;2,5;0;5;1;51;0,4;122;4;9;2236;8;7;0;1;"2:caro"
1092;0;2,7;1;8;0;45;0,8;185;1;10;1303;12;3;1;1;"1:médio"
1018;1;0,7;1;7;0;63;0,1;155;5;18;3048;10;3;0;1;"2:caro"
545;0;0,5;0;0;1;11;0,3;131;3;1;616;15;6;1;1;"0:baixo"
554;1;1,3;0;0;0;12;0,1;105;6;10;3764;10;7;1;1;"2:caro"
1264;0;2,9;1;2;1;34;0,2;171;3;3;419;7;4;1;1;"0:baixo"
1030;0;1,6;1;3;1;58;0,2;138;6;20;2858;6;2;1;1;"3:muito caro"
1432;1;1,7;1;6;1;39;0,3;164;4;18;504;14;4;1;0;"0:baixo"
558;1;2,8;0;1;1;49;0,8;142;5;4;392;10;5;1;1;"0:baixo"
829;0;0,5;0;0;0;56;0,6;129;7;1;820;12;6;0;1;"0:baixo"
1741;1;1,8;0;0;0;14;0,7;143;8;0;3387;11;3;0;0;"3:muito caro"
1849;1;2,3;0;7;1;15;0,4;144;5;19;3447;14;11;0;1;"3:muito caro"
733;0;2,1;0;5;1;7;0,2;174;7;10;1403;15;8;1;0;"0:baixo"
1872;1;0,9;1;0;0;16;0,5;80;2;2;2295;15;11;0;1;"2:caro"
1853;0;0,5;1;1;0;27;0,3;197;6;13;1973;10;2;0;1;"2:caro"
1149;1;2,2;0;4;0;30;0,2;106;6;5;3755;17;14;0;0;"3:muito caro"
891;0;0,5;1;9;1;25;0,3;196;2;19;2073;7;1;0;1;"1:médio"
1911;1;2;0;7;1;64;0,6;163;8;8;3872;9;8;1;0;"3:muito caro"
550;1;0,5;0;16;1;23;0,1;145;2;17;302;18;5;0;0;"0:baixo"
576;0;0,8;0;0;1;27;0,1;121;2;4;1519;18;6;0;1;"1:médio"
1760;0;1,9;0;1;1;50;0,8;198;1;2;2549;10;8;1;0;"2:caro"
969;0;2,4;0;0;0;45;0,3;124;7;0;404;18;5;0;1;"0:baixo"
1160;0;1,1;0;1;1;63;0,7;166;3;2;595;18;4;0;1;"0:baixo"
827;0;1,1;1;2;1;18;0,9;160;2;16;1663;14;0;1;1;"0:baixo"
1786;0;0,5;0;9;1;58;0,7;161;7;10;2764;9;3;1;1;"3:muito caro"
774;1;0,6;1;2;1;8;0,4;136;1;4;2614;7;0;1;1;"2:caro"
819;1;2,5;1;0;1;11;0,2;83;8;1;1094;10;5;0;0;"0:baixo"
1042;0;2,2;0;15;1;11;0,6;139;5;16;2826;18;0;0;0;"2:caro"
1368;0;3;1;10;0;50;0,2;97;7;18;2496;13;6;1;1;"2:caro"
1592;0;2,1;0;6;1;50;0,1;181;2;17;2103;19;8;0;0;"1:médio"
1067;0;1,8;1;11;0;14;0,2;146;1;15;966;5;0;0;1;"0:baixo"
1892;1;0,7;0;5;0;47;0,4;110;4;10;2172;17;14;1;1;"2:caro"
915;0;1,1;0;6;0;56;0,6;187;8;17;905;19;10;1;0;"0:baixo"
774;1;2,8;0;7;1;55;0,9;124;3;18;3916;8;1;1;0;"3:muito caro"
1848;1;1,4;1;2;1;42;0,7;179;2;10;3902;11;9;0;1;"3:muito caro"
1501;0;1,1;0;12;1;2;0,2;187;1;15;2487;13;12;1;1;"2:caro"
1614;0;1,9;0;8;1;55;0,3;188;3;17;3914;17;13;0;0;"3:muito caro"
911;1;2,9;0;0;0;46;0,1;181;5;1;363;9;5;1;0;"0:baixo"
1520;0;0,5;0;1;1;24;0,7;199;5;8;3233;13;3;0;1;"3:muito caro"
1647;0;1,4;1;3;1;38;0,3;102;6;15;2532;16;14;0;1;"2:caro"
1347;0;0,9;1;8;1;53;0,8;108;6;15;3836;15;3;0;1;"3:muito caro"
967;1;1,6;0;4;0;25;0,6;92;8;9;3076;7;4;1;1;"2:caro"
1442;0;2,2;0;0;1;56;0,7;145;5;3;1513;11;8;1;0;"2:caro"
1204;1;2,6;0;0;0;10;0,3;199;7;3;1724;11;2;0;0;"1:médio"
1320;0;2,1;1;0;1;41;0,6;144;7;2;542;11;1;1;0;"0:baixo"
1800;1;0,7;0;2;1;8;0,4;100;7;6;3481;10;8;0;1;"3:muito caro"
1567;0;2,1;1;3;0;22;0,8;153;3;19;3991;15;2;0;0;"3:muito caro"
1439;0;0,9;0;12;1;20;0,8;147;1;17;1790;19;12;0;1;"1:médio"
1422;0;1;0;15;0;3;0,1;112;1;17;509;19;1;1;1;"0:baixo"
1591;1;2,2;1;4;1;52;1;161;3;16;282;10;9;1;1;"0:baixo"
880;0;1,7;0;2;0;6;0,6;198;4;19;3006;6;4;0;0;"2:caro"
1929;1;0,5;1;0;1;19;1;163;6;2;1913;12;7;1;0;"1:médio"
1642;1;1,6;1;0;0;5;0,4;102;5;2;1333;18;0;0;1;"2:caro"
1511;0;2,5;1;3;0;21;0,2;114;3;18;3746;10;0;0;0;"3:muito caro"
1312;0;1,3;0;5;1;10;0,6;163;2;9;3941;6;2;1;1;"3:muito caro"
1852;0;1,4;0;4;1;10;0,7;196;1;18;3970;13;1;0;1;"3:muito caro"
972;1;1,3;0;8;0;44;0,7;82;7;10;3925;7;6;1;0;"3:muito caro"
691;1;2,7;1;4;1;33;0,9;108;4;8;424;5;3;1;1;"0:baixo"
807;0;0,5;0;9;0;8;0,3;158;5;20;1284;17;13;1;1;"0:baixo"
1113;0;0,6;1;0;0;25;0,3;145;1;10;277;11;2;0;1;"0:baixo"
721;1;1,3;1;10;0;16;0,9;125;1;18;1713;10;3;1;1;"1:médio"
1188;1;1,5;1;0;0;54;0,3;198;6;2;485;12;7;1;0;"0:baixo"
1512;1;0,5;0;1;0;52;0,1;131;1;14;3002;6;5;0;1;"2:caro"
805;1;0,7;0;0;0;64;0,1;97;4;14;418;11;6;1;1;"0:baixo"
918;0;0,9;1;1;0;8;0,1;123;7;5;1652;17;4;1;0;"1:médio"
1320;0;0,5;1;7;0;48;0,2;168;5;16;2893;8;5;0;1;"2:caro"
1236;0;0,9;1;2;1;57;0,1;188;1;14;1406;14;12;0;1;"0:baixo"
1387;0;0,5;0;0;1;61;0,5;98;3;0;629;5;3;1;0;"0:baixo"
1883;1;2,7;1;6;1;30;0,5;95;2;10;3724;16;15;1;1;"3:muito caro"
839;0;2;1;0;0;14;0,4;175;7;3;3835;15;8;0;0;"3:muito caro"
1593;1;1;0;0;1;52;0,7;130;8;0;1354;15;13;1;1;"1:médio"
1722;1;1;0;7;0;25;0,8;88;6;19;2376;5;1;0;1;"3:muito caro"
1954;0;0,6;1;8;0;7;0,9;126;3;9;3438;17;12;0;0;"3:muito caro"
1788;1;0,5;1;15;1;2;0,3;150;6;20;2655;12;2;0;1;"2:caro"
1628;0;0,5;0;5;1;33;0,9;101;6;8;3361;16;10;0;0;"3:muito caro"
1965;0;0,5;0;6;1;4;1;84;7;9;3535;17;0;1;1;"3:muito caro"
833;1;2,2;0;4;0;27;0,9;124;1;6;2150;9;5;1;1;"1:médio"
571;0;0,6;0;1;1;43;0,5;141;3;8;2587;7;5;0;0;"1:médio"
1808;1;0,5;1;1;0;31;0,5;92;2;16;2736;9;1;0;1;"3:muito caro"
1860;0;0,5;1;2;1;55;0,7;83;6;3;676;15;0;0;1;"0:baixo"
1368;1;1,6;1;4;0;9;0,1;115;7;7;2941;13;12;1;0;"3:muito caro"
1161;0;1,3;1;0;1;21;0,6;126;8;12;3336;6;4;0;1;"3:muito caro"
1224;1;1,6;0;9;0;33;1;157;1;18;3796;10;5;1;0;"3:muito caro"
902;1;0,6;1;0;0;63;0,7;122;5;14;3654;18;8;1;1;"3:muito caro"
787;1;0,5;0;15;0;11;0,6;93;1;16;2934;8;6;0;1;"2:caro"
854;0;0,5;0;2;0;30;0,5;125;8;5;2889;5;2;0;1;"2:caro"
1184;0;1,5;1;1;1;48;0,6;191;1;6;3315;17;7;1;1;"3:muito caro"
1973;0;1,6;1;5;1;39;0,8;152;4;6;1993;9;0;0;0;"2:caro"
510;0;1,7;1;3;0;35;0,8;120;3;6;2509;17;2;1;1;"1:médio"
966;0;2;0;8;1;34;0,5;118;2;10;3534;18;17;1;1;"3:muito caro"
1438;1;1,8;0;3;0;16;0,6;169;8;7;2246;14;11;0;0;"2:caro"
1986;0;0,5;0;7;0;51;0,4;95;3;9;3165;5;0;0;0;"3:muito caro"
1907;0;2;0;13;0;55;0,9;105;7;15;286;14;4;0;1;"0:baixo"
1489;0;2,4;1;8;0;32;0,6;200;1;16;776;7;6;0;0;"0:baixo"
1843;1;1,8;1;13;1;16;0,7;134;6;18;3213;15;14;1;0;"3:muito caro"
825;1;1,5;0;11;0;38;0,4;94;3;18;716;11;4;1;0;"0:baixo"
1286;1;2,3;0;10;1;16;0,1;98;2;18;424;10;5;1;0;"0:baixo"
840;0;0,6;0;0;1;63;0,8;137;7;19;3486;12;8;1;0;"3:muito caro"
757;0;2,3;1;5;1;58;0,2;163;4;7;3237;19;12;0;1;"2:caro"
814;1;1,1;1;2;0;41;0,8;177;2;10;1944;16;6;0;0;"1:médio"
1195;1;1,1;1;2;1;8;0,9;80;6;6;643;14;2;0;0;"0:baixo"
767;0;0,8;0;7;1;10;0,5;107;4;12;2317;6;0;1;1;"2:caro"
1068;0;1,3;0;6;1;52;0,1;97;8;7;1436;16;1;0;0;"1:médio"
994;1;2,8;1;0;0;56;0,5;173;3;3;3190;5;2;1;1;"2:caro"
1550;1;2,5;0;6;0;21;0,8;133;2;11;2338;16;1;1;0;"2:caro"
1878;1;0,5;0;9;0;29;0,6;85;8;19;1334;18;7;0;0;"1:médio"
623;0;2;0;2;0;6;0,1;127;3;4;3657;17;3;1;0;"2:caro"
1829;1;0,5;0;0;1;15;0,4;160;5;7;2080;16;11;0;1;"2:caro"
525;0;2,4;1;11;0;35;0,8;190;7;20;1609;16;11;0;0;"0:baixo"
1065;1;0,5;0;0;1;14;0,7;89;2;2;3078;10;1;0;1;"2:caro"
1425;0;1,2;0;9;1;35;0,7;127;8;14;590;13;2;1;1;"0:baixo"
1296;0;1,4;1;3;0;11;0,2;129;7;4;2552;19;8;1;1;"2:caro"
642;0;2,8;0;3;0;34;0,8;197;2;15;3355;12;5;0;0;"2:caro"
1664;1;2,9;1;9;1;15;0,5;177;7;19;1968;12;7;0;0;"2:caro"
1498;1;0,7;0;3;1;8;0,1;170;7;4;3358;7;3;0;0;"3:muito caro"
981;1;1,9;1;0;0;2;0,1;136;3;7;1539;19;12;0;0;"0:baixo"
1236;1;2,8;0;6;1;32;0,3;143;4;18;942;16;12;1;1;"0:baixo"
1673;0;2,8;1;7;0;9;0,1;187;3;10;3669;9;1;0;1;"3:muito caro"
712;1;1,6;0;6;1;9;0,8;172;2;14;3612;13;5;0;0;"3:muito caro"
569;1;0,5;1;10;1;4;0,8;170;3;19;2351;8;7;1;0;"1:médio"
603;1;0,7;1;0;1;64;0,2;156;6;0;604;10;4;1;1;"0:baixo"
1332;0;0,8;1;2;0;11;0,5;187;2;4;1285;5;0;1;0;"1:médio"
1413;0;0,6;0;0;1;13;0,1;128;1;0;515;5;0;1;0;"0:baixo"
1064;0;2,9;1;1;1;34;0,2;184;6;13;654;16;13;0;0;"0:baixo"
1444;0;0,6;0;2;0;48;0,5;82;5;17;2540;17;2;1;1;"3:muito caro"
1366;1;1,7;1;5;1;53;0,2;161;5;9;3869;17;5;0;1;"3:muito caro"
906;0;2,1;1;7;0;18;0,1;136;2;11;3412;13;8;0;0;"3:muito caro"
1554;0;2,7;1;3;1;47;0,7;185;5;12;509;12;3;0;0;"0:baixo"
1187;0;2,3;0;0;1;21;0,2;122;6;6;2547;10;3;1;0;"2:caro"
1156;1;2,7;1;1;1;30;0,9;173;3;16;2735;16;15;0;1;"2:caro"
1918;0;2,8;0;1;0;22;0,3;139;1;5;1369;9;6;1;1;"1:médio"
841;1;0,5;1;8;0;39;0,1;199;6;13;2942;11;5;1;1;"2:caro"
730;1;1,3;1;6;0;6;0,9;167;7;10;2812;10;1;0;0;"2:caro"
878;1;1,3;0;13;1;31;0,5;153;4;18;3497;9;7;1;0;"2:caro"
1059;0;0,5;1;0;0;50;0,7;182;8;1;619;5;3;1;1;"0:baixo"
1578;0;2,9;0;8;0;3;0,9;200;1;20;3483;17;4;0;0;"3:muito caro"
1829;0;1,7;0;0;0;36;0,8;112;5;1;1475;11;4;0;0;"1:médio"
1132;0;1;0;0;0;8;0,1;157;1;4;1950;11;2;1;1;"1:médio"
1652;0;0,6;1;4;1;40;1;198;7;6;3592;7;6;0;0;"3:muito caro"
912;0;0,5;1;0;0;58;0,3;107;5;1;3573;17;3;1;0;"3:muito caro"
1181;0;2,3;0;12;1;61;0,6;116;2;16;2020;6;0;1;0;"1:médio"
1497;1;0,7;0;5;0;32;0,7;92;3;9;1329;6;1;1;0;"2:caro"
1790;1;2,3;1;3;1;49;0,5;100;3;11;3568;6;2;0;1;"3:muito caro"
1742;1;1,6;0;3;0;49;0,8;100;1;9;1947;5;4;0;1;"2:caro"
1549;1;0,5;0;4;0;8;0,4;158;5;7;1998;12;7;1;0;"2:caro"
1372;1;2,7;0;7;0;34;0,4;193;4;17;725;11;3;0;0;"0:baixo"
1112;0;0,5;0;0;1;12;0,9;190;4;6;3302;11;0;1;1;"3:muito caro"
1005;0;0,5;0;0;0;46;0,4;133;8;17;3884;17;0;1;1;"3:muito caro"
783;1;1,7;1;9;1;27;0,3;150;6;11;1185;15;4;1;1;"0:baixo"
1698;0;2,5;0;10;1;26;0,4;105;2;18;1656;5;3;0;1;"2:caro"
899;1;2,7;0;3;1;53;0,3;192;4;11;2870;19;16;0;1;"2:caro"
1062;0;1,5;0;3;0;45;0,2;151;3;4;911;14;2;0;0;"0:baixo"
989;1;2;0;4;0;17;0,2;166;3;19;3892;18;7;1;0;"3:muito caro"
1983;1;1,2;1;6;1;27;0,6;125;1;11;3897;12;10;1;1;"3:muito caro"
1800;1;3;0;5;0;53;0,3;87;1;12;656;14;10;0;1;"0:baixo"
1254;0;1,7;0;0;1;45;0,4;146;3;3;606;7;2;1;1;"1:médio"
868;0;1,7;0;0;0;30;0,8;83;4;0;1653;11;7;0;0;"1:médio"
1205;0;0,5;1;3;0;12;0,6;175;4;6;860;14;1;0;1;"0:baixo"
1284;1;2,8;1;0;0;10;0,9;155;2;14;2197;16;2;1;1;"1:médio"
626;0;0,7;1;2;1;23;0,5;187;2;9;3458;7;5;0;1;"2:caro"
1763;0;2,9;1;1;1;53;0,2;101;4;20;2066;12;9;1;1;"1:médio"
694;1;1,8;1;15;0;36;0,4;193;4;20;3676;12;8;0;1;"3:muito caro"
1265;0;0,6;1;4;1;49;0,5;90;1;5;1518;16;11;0;1;"1:médio"
816;1;0,5;0;4;0;14;0,9;198;3;13;1018;17;10;0;0;"0:baixo"
904;0;1,8;0;3;1;35;0,4;168;3;4;1360;15;12;0;0;"0:baixo"
979;0;0,5;1;0;1;5;0,5;164;7;2;3449;5;2;0;0;"3:muito caro"
1531;0;2;0;0;1;60;0,4;162;6;1;2524;13;11;0;0;"2:caro"
934;0;2;1;2;0;30;0,7;182;8;15;703;10;8;0;1;"0:baixo"
1624;1;2,6;1;0;0;58;1;200;3;11;1251;13;4;1;1;"1:médio"
874;0;1,3;0;5;0;8;0,5;185;1;20;582;6;4;0;0;"0:baixo"
